sentence_id	sentence	locale	reason
0fe7d46a9fda9e11ba1d856e16c4be772d87a8553b9d6b6f5eb23fba30c92654	Diyiversene, ha!	tr	grammar-or-spelling
09a93dbe7f3c7822c4d814d87d5cf42c06a50c2acd5c19ed92e8d271ec733496	Memleketten gelip şehirde yerleşmiş, oldukça hali vakti yerinde bir dayısı vardı.	tr	grammar-or-spelling
0f21c3ec5324da1ee97973f5e6ee0947d4c477d81308fc2718d203cdf236080e	Bugün burda, yarın orda amelelik yapıyordu.	tr	grammar-or-spelling
038fa0b04fa2920c66a25a4ec58a6a7890d3822491b62fc9a798f93cdd0bcdf5	Şoför ve muavini motör kapaklarını açtılar.	tr	grammar-or-spelling
0148f452455cdf275414d2b9fbfe03878f6bcc3d4fbba1ecdea177a447021995	Nesine acırsın yabanın katilinin?	tr	grammar-or-spelling
03666bf66c136be84e47be122ee4acfdf6826fbb788869e460f65300d9d05e78	Fakat seferberlik çıkınca işler karıştı, tekrar askere istediler.	tr	grammar-or-spelling
16afea5bcd40a78746d7bea4fff72440c025837b8a94ed7030451ff05f68b97f	Yakası ve kolları siyah kadifeli düz bir mantosu vardı.	tr	grammar-or-spelling
038fa0b04fa2920c66a25a4ec58a6a7890d3822491b62fc9a798f93cdd0bcdf5	Şoför ve muavini motör kapaklarını açtılar.	tr	grammar-or-spelling
0ebd8f2abf2226e9722a295b15ad9ae07dc5689f19b494d61b9b2631d675e493	Tesekkürler.	tr	grammar-or-spelling
059e6268e543db8c2e9b11230c26aff85583f77fa6c595c1eb1e35f17bc4c305	Bunu bir hastalık kaprisi saydım; fakat cevap vermedim.	tr	grammar-or-spelling
0f673e30467f49704579de398384cecc550ebf01878aa8df1aa42e72c4ab7879	Omuzuma bir gece kuşu gibi konduğu zaman korkuyla bağırdım ve silkindim.	tr	grammar-or-spelling
025e86dc2f67783f339108f4423bde115b3438923169953e09c48f52580e8787	"Birde para mı istiyorsun?" diyerek apartmanın köşesindeki ufak kapıdan içeri girdi.	tr	grammar-or-spelling
09efd2ff6d5b7a963931dfdb0a19f79abbeb358742fff3d969b66f5a60466c55	Bir Şaka Konya Hapishanesine ilk girdiğim gün Cavit Bey'le tanıştım.	tr	grammar-or-spelling
08c290bdd122b041097bd49552e9f6517d99a758547bbefcc041eea12cc590f9	O da nedense hala gelmiyordu.	tr	grammar-or-spelling
12d50c63a58a5112a21b91ecdf990857cc1724ab436d8acc5d3f26bb8c74c5c0	İdris köyde kaldıkça candarmanın ayağı kesilmeyecekti.	tr	grammar-or-spelling
0fa431da0c1065e3bad4e39954a942c514677d2c899f757f50df78890a0673b5	Bak, hala kalbim çarpıyor…	tr	grammar-or-spelling
14488e712569afc720cd7a989e60e5d3259f75498ecbbca702cdb3d1be580c70	Ha siktir!	tr	offensive-language
1b1fad1ea915cda764aa06f26e4cd5188bae33d53bb1b337573c159cde3137be	Kaymakamla candarma kumandanının kendisine neler yaptığını anlattı.	tr	grammar-or-spelling
1e8176c2dee1f03dd5766c971b20aafb81965911953d615dde9bac4b1a4f70b6	Bu sefer tekaüt olduğu zaman saçları adamakıllı beyazlanmıştı.	tr	grammar-or-spelling
04943362d59077d202a1c72179acb4ba84c7f3023c2be27cca1bdb3b17df7332	Ve karşımdaki kandilin arkasında, ona benzeyen sayısı bellisiz kandiller sıralandığını gördüm.	tr	grammar-or-spelling
025e86dc2f67783f339108f4423bde115b3438923169953e09c48f52580e8787	"Birde para mı istiyorsun?" diyerek apartmanın köşesindeki ufak kapıdan içeri girdi.	tr	grammar-or-spelling
0d61aa45eb12dc8d92f12217fa113ea4c366146c8011d492e009886c8db8860f	Dört duvardan ve iki candarmadan başka bir şey yoktu.	tr	grammar-or-spelling
08cb7b01633de81a9db836932b69b60cb50310e4155ff1733b24b2387c237ca7	Orospu çocukları!	tr	offensive-language
00dd4a6acf7f61de080b47d096416352a69436a32322b7669f4d193f39e95b6a	Claire!	tr	different-language
0ebd8f2abf2226e9722a295b15ad9ae07dc5689f19b494d61b9b2631d675e493	Tesekkürler.	tr	grammar-or-spelling
2b3fc90d17b5b9280b4bba942930a37471e2f768753b521f7227f3f174652835	Ne yapiyorsun?	tr	grammar-or-spelling
2fba9e2ce0f3a4da92afe68989a903f76f41dfc8c7989a4abe03a6f36f59eaab	Herşey düzelecek.	tr	grammar-or-spelling
2d1344612f7071a6a67d8cf83e5f0f9afe97334ea9218f46d3194684678eec19	Hala olan bitenden birşey anlamış değildim.	tr	grammar-or-spelling
328b89308f206c3c1a533b100603bb4cae019cb89cd8cd374917469c71ce670e	Hayir!	tr	grammar-or-spelling
2b479440989c2dcc7ab7efdebe0959f2025f93aec573cdb793327b40b02cde8a	Bir cıgara çıkanp verdim.	tr	grammar-or-spelling
3d1ee649b3f2177397af2a767040cf9121174ebb0bf50685076219df3d1f6ed3	Mayday!	tr	different-language
2e11ff38a3caedc8727850f30da8c26af6220ae07b277004741d32c2e0127c4c	Herşey yolunda mı?	tr	grammar-or-spelling
39838d9c70da9bbc0e804b514b1c55eedc00fd720e5c73a23dbac043d10a4df1	Hiçbirşey.	tr	grammar-or-spelling
5c806713104cdb67f6b0577a0d5eccb6a9771831e81e7b7f7e930384f0bdc96f	Orospu çocuğu.	tr	offensive-language
67a3ba4fd973c271f3c73e7458a07bd1866466e0a40aae716a93069da19724d2	Pekala.	tr	grammar-or-spelling
71de90fb4e62fc4616963d49454f3dcc7d9e3c17a285cfccee2d945c8217bc5a	Pekâla.	tr	grammar-or-spelling
4c4bc844be827c3dd54ef74b6ac06016e4f11d3255a8915ee12ceb1cdd2cc6b2	Birşey değil.	tr	grammar-or-spelling
7b0a52b6a21ba082c767efb54e0d2a9ab6a76506fe845268f78f9c55b7c7ce08	Tanrıya şükür.	tr	grammar-or-spelling
70b4efb5dc337f4224fdeed9959950d5d8f9353d872e8242336a9ba6d45fc7f4	Hayır, sağol.	tr	grammar-or-spelling
585d1e552af6ffb7c1395b25dfa2a33f7de3ad3658029680438aa934633a6515	Hoşçakalın.	tr	grammar-or-spelling
6ce102e344fa339e708c6957353b4b87e54c166f7e973a4f877786deffb892d9	Bazan bu arayıcılar onu her zamanki yerinde bulamazlar, soruşturmaya başlarlardı.	tr	grammar-or-spelling
78158e86d7c5404d6eba2aaab3bc8f38829b5cea9497dc43ea914ab97479c37b	Hiç birşey.	tr	grammar-or-spelling
616aa3022b2061ee4bca6e7dc9752c2830dc56d0764dcc402eae541e696ec07f	Tamam mi?	tr	grammar-or-spelling
8af7e1edd3c78b8aca12d5b80d4661345c86814dc91d2d77b16e223f424f79c4	Seneler geçtikçe bu his kuvvetini kaybedeceğine şiddetlendi.	tr	grammar-or-spelling
906d3f0c4d9f3f1c3f136dec0bed2840a02d24b1ad8903142d5ced3766294a8d	Bak Mevlüt Ağa bundan sonra seni hep kollayacağını süylüyor.	tr	grammar-or-spelling
89374b286da9beadee2cd9c500d9c995374dafd729c7f78e1bc7d678128f035a	Neylemeli?	tr	grammar-or-spelling
93fa13a46ddfe48543067479f5464e09333f47397adfc385ecb60186edd062e3	Hiç bir şey.	tr	grammar-or-spelling
980f9ac4cd2509c88dc18b71b5b14340b5463041410da6622af6ac5a7eace5d8	Erenköy'üne gidiyormuş kadar basit ve üzüntüsüz, İstanbul'dan aynldım.	tr	grammar-or-spelling
2b479440989c2dcc7ab7efdebe0959f2025f93aec573cdb793327b40b02cde8a	Bir cıgara çıkanp verdim.	tr	grammar-or-spelling
8db4b0408866c9ea30bc78ee1cf45311651dc0b1b3f2bd5d178fdbaab067d5ad	Ondan sonra tenha bir köşe, insansız bir yer herhalde gelecekti.	tr	grammar-or-spelling
96f663de56be2daab14a9c8d8b856eb0f3e84c3f12384c9176c638351fde7ab8	Pekala	tr	grammar-or-spelling
9694e1b9945835680939dc843ab01c8cfe3de7ebbbf1160e0182a9f9319b5a4c	Alice!	tr	grammar-or-spelling
9ceb7a8c6995dd16ba6774570283f1f5035fcf897c5e78360a732bafb62ae7e7	Afedersin.	tr	grammar-or-spelling
a31f5be347bc31990efdb2f1deec137724cf674238b8ce75812b67fb7f314fe3	Eddie.	tr	grammar-or-spelling
a5951e843825a7efb87e82ddfa58ed4f704e07d1f409f66d7bb8743505ab28c7	Söyle bir sene evvel…	tr	grammar-or-spelling
ad1189eeeef61491803a1781db91e1be417bcfd28e7c7f46b3e74f00e4becbd8	Çok sağol.	tr	grammar-or-spelling
9c8b4abd413791dc1589003e3092794e3db180b149adecfdc7c7bd32f89283da	Tabi ki.	tr	grammar-or-spelling
ac57dc011dfd61bfe7edee8f3daf8d5b135ff9a99a62b5fb3f9bd19614f964f5	Hoşgeldin.	tr	grammar-or-spelling
a5de583845e3c4fe7e18063c7fdba2f44085d96fca7eed3f75052595768cab30	Defol git buradan!	tr	grammar-or-spelling
977dfcbd6b53ca198ed17e37be501c08a6497b56ceec93af6f69ef8e59fd5fc6	Tesekkür ederim.	tr	grammar-or-spelling
adc5ce0506a36e1bffb8172db14289ab0bea51c9b92ab4b2d631375d3ea92fdc	Tabi, tabi.	tr	grammar-or-spelling
a72381d0aa2980b80710ebe1501f42f9c3a426a8678e037df75a035103d3597a	Zaman doldu.	tr	different-language
af2615ad9a67f49fe55d87467949da22bc9947f4e8faf75f7e5eca2c58eaa801	Candarmanın biri ayağıyla hafifçe arkasından dokundu: "Kalk bakalım!" dedi.	tr	grammar-or-spelling
9c71e0db5a8f29956f26c9442f16cf2c164664dec59f800b8010add702d96e0b	Candarma, yükü açtı, yatakları devirdi, sonra etrafına bakındı.	tr	grammar-or-spelling
87197d2707369dd09daaa90eaa51fcbb37f98560b99f440e6eb7763e1ca5323b	Halbuki ben onun için bir hiçtim; gelmiş ve geçmiş birisi…	tr	difficult-pronounce
a8e095a9e1352aeef87a69a14cb46c9206c1950bdeaa95186fd757d72128219b	Hayır mı?	tr	offensive-language
bf9ca295d167ff5fc5d05859b6f75a6ff96f3fb70d902aa4d386b5b00c6b23ab	Hasiktir.	tr	offensive-language
30ec2ca1e7dab8b8ed2b9a698b1818bca6033880e58f9fc049f26ad398c5287d	Acele tıraş parasını vererek sokağa fırladım, içimde tuhaf bir utanma vardı.	tr	Sesimi kay?t edemiyorum! 
35df58195eb1b4c0678635179ffc21938ce0aa7569434cf7c4de5f17473a5f8f	Aldım kızınızı, görmeyeyim yüzünüzü!	tr	offensive-language
2dcb21eaca652e265d88544226a6e8ea0deb9da1b61a364c449f6f4032b05b36	Kancık yalanmadan erkek dolanmaz.	tr	offensive-language
764196cb808239538921934f481627002902d1f421262c0f0b65e52b819bec08	Haşan yolunu kesmiş: "Emine!" demiş, "Bu dünyada gönlüne karşı gelen babayiğit çıkmamış."	tr	grammar-or-spelling
648e46de04be71852ac5505b95fd6dbb61f9e294eaa441558f50d7b586c9f7cd	Hiç ses çıkarmadan bir müddet oturup bekleştiler, sonra lambayı söndürüp birer köşeye kıvnldılar.	tr	grammar-or-spelling
712b90ad28b030727b2bfce81cd96602e95657b8df50f4c83ee61c95b5756b10	Dişi köpek kuyruğunu sallamayınca, erkek köpek ardına düşmez.	tr	offensive-language
79d9325e718515989cadb261889fa7c387d383ab4420e71e04c4789d2ec39b00	Emir mi?	tr	different-language
814376e9acf2301bcf1515000a543b95c9dee6092d8e633a506381e3c123f76d	Tamam, hazırız.	tr	different-language
735d1d8a3b9d17557143c8d9c6f11497e3d503078ecddcf370deb1d5f8373972	İşte o benim.	tr	different-language
87a7e65d4e6a56efa196e4911a6be212db397ef0825ec5f388cb2510c42a347a	Küçük Haşan bir şeyler mınldandı.	tr	grammar-or-spelling
84a76830b6bd4a705bfaf44db295b11e086f9c99e971b3e4919192ffc146b2ec	Bunu duyunca Hasan'ın aklı başından çıkmış; Emine'nin eline sanlmış…	tr	grammar-or-spelling
84a76830b6bd4a705bfaf44db295b11e086f9c99e971b3e4919192ffc146b2ec	Bunu duyunca Hasan'ın aklı başından çıkmış; Emine'nin eline sanlmış…	tr	grammar-or-spelling
87a7e65d4e6a56efa196e4911a6be212db397ef0825ec5f388cb2510c42a347a	Küçük Haşan bir şeyler mınldandı.	tr	grammar-or-spelling
91552d9c15da8bb44f5050a6f57b16593b51eddcea5cdc4fdbb69825bfe3ae42	Berk kaçan atın boku seyrek düşer.	tr	offensive-language
92549dd19ef0b59712324162600dc43c3749078719bc26b432581969157fc2f1	Nerde çokluk, orda bokluk.	tr	offensive-language
9898a1138a0011ad07ed9a5857f64b795f1e4b361bad17eb7c7c6dc77c4c01d0	Yolun açılışının onuncu günü nafıanın fen memurlan vilayete bir rapor vermişler.	tr	grammar-or-spelling
a010ff6138bebd994f5e35e45b06d580ed11774195e7d3a165dee4fb0ed4cff0	Yarın hapisteki oğlunun karısı gelirse bize bir şeyeikler komaz.	tr	grammar-or-spelling
c9527393e664440704b4a0667c816d0c1e831d51d3a2b77bfdedd5116506ab6e	Uzaklarda birtakım hayvanlar bağnşıyordu.	tr	grammar-or-spelling
c21359530ddb251aa07687310f08c87da14c3e4ced9c455b1c2dc756b301a82b	Adımlanın daha hızlı atmaya çalışıyor, fakat ayakları birbirine dolaşıyordu.	tr	grammar-or-spelling
d4629730970f35c049e8ef5527790a2ba13edab0d73b6ff3902c5aa32def4bbe	Başını ecemi berbere teslim eden, cebinde pamuk eksik etmesin.	tr	grammar-or-spelling
e091a93060750b871dfdee3dab1562b95a326466ccf8c078f2f21dc60bb5178b	Fakat bugün daha trene yarım saat kala istasyon korkutucu bir alacakanlığa gömülmüştü.	tr	grammar-or-spelling
ff741f1b8d7b35dae4f9cde113a40e19d8f53bcf7a79c9cf050708eb3b28de8a	Azıcık ağrıya aş bastırır.	tr	grammar-or-spelling
0b5c09874c6b80c9b5febcd248c19b2c9c10232f5630fd1f8fb37ff64314147c	Burada çergilemek hiç de fena değildi.	tr	grammar-or-spelling
10b5de39c3d4e660900f47db4c85fc75f1da8216e67850ceed791efb6d0a7343	İbrahim yüz yirmi lirayı delikleştiremedi.	tr	grammar-or-spelling
10b5de39c3d4e660900f47db4c85fc75f1da8216e67850ceed791efb6d0a7343	İbrahim yüz yirmi lirayı delikleştiremedi.	tr	grammar-or-spelling
254e0a9471b0226814ecb33667f12f2437d28167163535b31b0312c201b2b8d6	Uzun, kır kaşlarının alfandaki açık kahverengi gözleri sakin ve lakayttı.	tr	grammar-or-spelling
27e8c9e7a85f8d48501ad005d9c23680f9e6f6ac497b1ee27661e45aaf927633	Bu meret de öyle yerlerden hoşlarınmış…	tr	grammar-or-spelling
356249695a4718e8e6932203a18d3118564a9a473dc86e210123dea24a387568	Allah rahatlık versin, beyim sözüne sinirli bir tebüssümle mukabele ederdi.	tr	grammar-or-spelling
3a4bd7cef036dfe6f86bc9b2703a3652e793f0cc97bd6939eb7a0d3edb4d6d9a	Atı bazan kendi haline bıraktım, bazan çılgın gibi sürdüm.	tr	grammar-or-spelling
392f1f2d1b1ca17f08554310bf139330df2405c7c14ce168cf7480d4af50abc3	Ve görüyorum ki o seni hemen hemen benim kadar alakadar edecek…	tr	grammar-or-spelling
38a9b8852064e9277518e0712ae66aa792b661a9e3c14f20037802e4e6fb6c21	Raif efendi evvela hastaneye gitmeyi istiyor.	tr	grammar-or-spelling
3a3e17c7ce113d1a111a8b049b09e4c32aedf0dd342a4ae5f0538c5c9739aac2	Ben seni böyle de anlamıyor muyum?	tr	grammar-or-spelling
3a42855078d1cc3061d375cfe02241be5cec643b339d57068aa8946c26ef7291	Bir şeyler söyleyerek bunları kafamdan uzaklaştırmak için.	tr	grammar-or-spelling
3bde5a80604867d86d77310265dd2bb583683099775a33d38e67702dfe925b82	Çekil be!	tr	offensive-language
2b747e42d49d2e573e470bcb05319d28ea7ea3e51f4012f153de16a24afe1614	Bununla beraber, artık ben de Raif efendiden sıkılmaya başlamıştım.	tr	grammar-or-spelling
3e1272b70f124ef65ce2af71bb6c413eeaf517a6442958eef121d17539a76960	Sonra karına nöbet geldiği zaman bir topluiğneyle şahadetparmağının ucunu azıcık del…	tr	grammar-or-spelling
3845915d56b1c11837b6b02b6d1451b5747d299bb22f59b6d2e8e32ba75f9125	O zaman Raif efendi, tamamen unutmuş olduğum, elimdeki paketi gösterdi.	tr	grammar-or-spelling
3f4404fe5aada4b5815ef62a39c212dca9885ebe2900dbace4ecc07634326d2b	Hay sikeyim!	tr	offensive-language
41715fabfcf10c4101608a8156a488b94b7513a770628b1a4ac2beea6acf87ac	Yıllardır boş duran evlerin ne kapıları, ne pencereleri, hatta ne de döşemeleri kalmışta.	tr	grammar-or-spelling
3f3aea9912a919987c8ba94172fd430003a6a580562b3f3fd3cad7b16f541175	Başcağızını bağnma bastım, ayaklarını bacaklarımın arasına aldım, onu gene uyuttum.	tr	grammar-or-spelling
3f3aea9912a919987c8ba94172fd430003a6a580562b3f3fd3cad7b16f541175	Başcağızını bağnma bastım, ayaklarını bacaklarımın arasına aldım, onu gene uyuttum.	tr	grammar-or-spelling
44885c6ca0158fa80b8ed5bf084de7629181303545e9b2b25aa3a7d76e8c43c9	Hemde nasıl.	tr	grammar-or-spelling
42ca5967e0659b543e32721db04c9f0af8e5e937aff43b582472866c695eee25	Sen böyle dolaplara girecek adam miydin!	tr	grammar-or-spelling
4aa3e5ab99a9f45ad275828eb591e62b704f3edf8cd07c5fab3b5a6918ff7c60	O zamana kadar bu kulübede çalman viyolonsel, vahşileri alakadar etmezdi.	tr	grammar-or-spelling
6364239bce09ef90ca67ab3841e48319cdd66720ef5947e73f2e901332d24d0a	Bok çuvalı!	tr	offensive-language
63ebb8ff0319aff75c15db3980b9ef48f7693f8de9e085e045a649a9f0eaf970	Malın gözü imişsin, Yusuf Ağa; hiç senden ummazdım. Hiç de fena karı değil! dedi.	tr	offensive-language
63ebb8ff0319aff75c15db3980b9ef48f7693f8de9e085e045a649a9f0eaf970	Malın gözü imişsin, Yusuf Ağa; hiç senden ummazdım. Hiç de fena karı değil! dedi.	tr	Kar? ve mal kelimeleri argo
65ac1d1d9e94691be5fc3a2d80b1073b3cfe00505d4449aaab6fef24ab4f598b	İki candarma İdris'i aralarına almış götürüyorlardı.	tr	grammar-or-spelling
69556db7457a1ef54b9aa4dc3ffb74f8164bc695ae1c5ab17009413ad8f257a1	Haydi bize yer bul!	tr	grammar-or-spelling
69556db7457a1ef54b9aa4dc3ffb74f8164bc695ae1c5ab17009413ad8f257a1	Haydi bize yer bul!	tr	different-language
69556db7457a1ef54b9aa4dc3ffb74f8164bc695ae1c5ab17009413ad8f257a1	Haydi bize yer bul!	tr	difficult-pronounce
69556db7457a1ef54b9aa4dc3ffb74f8164bc695ae1c5ab17009413ad8f257a1	Haydi bize yer bul!	tr	EREN
5dcc00cf1fee896ff644b1ccf6dceac9d4b4c035a53c668da3f5931f2fd4231a	Orospu çocuğu seni!	tr	offensive-language
63a6ec3790a5da00a8af52e882a4ed4a43537550645dbbc3fde08514f6b4723b	Bazı sebeplerle iki üç gün görüşemesek birbirimizi adamakıllı göreceğimiz geliyordu.	tr	grammar-or-spelling
706805c690ac27c9db868aa6a882d5e626b20060316ecd3ce75bfb28f05f7988	E, hâlâ öyle bir anneniz olmasını istiyor musunuz?	tr	grammar-or-spelling
6ddbcd661991260923be555d833a78ae14daa5eb5d60f4efe448382c6adc1cb5	Dedemköylü Mehmet'le Zağar Mehmet kapı bir komşuydular.	tr	grammar-or-spelling
71c5e6e5fba5a415b581372a24e115465557c70d65bcccc667c3aba37e0653b5	Bu aralık yine kendi kendine söyleniyordu.	tr	grammar-or-spelling
7209e748662b55d06e48e179f8333e7262ceb2e8afe30369bba8ca2e7f27d17b	Sizin gibi kadınların namuslu rolüne çıkması, bu gayet iyi usul…	tr	grammar-or-spelling
716099b28e68ef9dac1e361046c5073c72a68566040b661a371fb732a0ca03d9	Saat buçuğu çaldı…	tr	grammar-or-spelling
6c2f308452a69ab1b69429d2ddf8aba70b842f03127b13f1e888d6fd71fdb180	Şimdi candarma kumandanına yazarım.	tr	grammar-or-spelling
6d6c58722e446ac49b09ab678e7d227f033824d25a70cbdb27e6d8f607e85610	Onun benden bir cevap almadan gitmek niyetinde olmadığını görünce.	tr	grammar-or-spelling
729256039c1eab35cecca5896ac28bb15424058d092962f0e24c4d543b714a5d	Yok doktor dedi, "beni bu halimle sokağa atamazsın."	tr	grammar-or-spelling
699a0e73fb2fd4468ec5f3044d6b6dc136f95c4cbfbd0544668208e11ec92b12	Sabahleyin o kadar kolay kabul ettiğim korkunç kararı değiştirmeliydi.	tr	grammar-or-spelling
7ce6c3c6d2b477f963c3452e24e5ea1411408069b359ee95872c6fcea79f7ed1	Acıyacak mı?	tr	different-language
6ff211018240c1a7da4b5a7111b4e3247c4910e2b03e77644773d702e2f876d8	Soruyu cevapla.	tr	xs
7bb348a55be03468118369179b5f8b00ad415748cbd01df8c690e11becbe55d9	Ben bu halimde memlekete dönecek olursam, bana sokaktaki itler bile güler.	tr	offensive-language
7a8c5720c27836eedced6310f1ff48d0539bf5e514c520e0a2b36ea058dd3c70	On gündür vazifedeydik, İstanbul'a gelir gelmez nerden çıktunuz?	tr	grammar-or-spelling
81ff9608e5a9275d7734a211fb539e77635bfaf44ae9e3ea66d59ca480a4dfe7	Sonradan gelen devlet devlet değildir.	tr	grammar-or-spelling
864cb3d95e8554e2e9acbce2b4cbb4eabe7737db0e56b6c88481ea83756ea6d7	Çok laf, Kur'an'da yakışır.	tr	grammar-or-spelling
8239bdefcb99afe7853a4d4d15327c75e9d1abab63ffbf93e7c34b3c902e4387	On para on arslanın ağzında.	tr	grammar-or-spelling
80feb1c29f74855a9ae6fa8bd328ce8776b6b7f8e457a4496f35585386334ebd	Bir şehrin adamlarını öldürmek cesareti sende var mı?	tr	grammar-or-spelling
8781431fda17ba7a21d0dccc1cfea73c63f4a3305a8d01922cc42e1689b7d0dd	Adam sandım eşeği, alnıma çarptı daşşağı!	tr	offensive-language
8c8b02025bd8d99bb544cb8f25a3d89df56941df24e0790eca95e97670510df5	Hüseyin, ayakta duramayacak kadar sarhoş olan karıları eliyle götürüp emniyetli bir yere yatırdı.	tr	offensive-language
8781431fda17ba7a21d0dccc1cfea73c63f4a3305a8d01922cc42e1689b7d0dd	Adam sandım eşeği, alnıma çarptı daşşağı!	tr	offensive-language
90e2357a10ca43e219fb2732b5727fcbe6850ad337bca0b949be2556ef67ba21	Ne haber senin avrattan deyince: "Bırak şu kahpeyi!" diye celallanırdı.	tr	grammar-or-spelling
90e2357a10ca43e219fb2732b5727fcbe6850ad337bca0b949be2556ef67ba21	Ne haber senin avrattan deyince: "Bırak şu kahpeyi!" diye celallanırdı.	tr	"celallenirdi" daha do?ru olur.
9eda2509f4a91e1fd4876d3cd635ab094728a299c37fbefaf859355fba4766c3	Kızın ağzını yüzünü paçavraya çevirdi ama, Kemal kaçmış.	tr	grammar-or-spelling
9c0a5826bb05611bd93566474cdb063cfe5107e73582f0096e62f2229bceaddc	Küçük Haşan dizlerinin artık kendisini taşıyamayacağını hissetti.	tr	grammar-or-spelling
984279ad566a769a65ce6707f161b79fb1707e67257b98ee0c6f0767576a636f	Elden gelen övün olmaz, o da vaktinde bulunmaz.	tr	grammar-or-spelling
9d7a2fd66ef2d8a6cd8fdcc69c12ca7fb7df3299cc2453c1b0b4ab5869bb5ea4	Tamam, bye.	tr	different-language
9d7a2fd66ef2d8a6cd8fdcc69c12ca7fb7df3299cc2453c1b0b4ab5869bb5ea4	Tamam, bye.	tr	grammar-or-spelling
9f3869d653fef6a7299ad72da48dc66081a4d5fc6e6b842431b7c2b26d1036f7	Nasıl olsa bir gün ölür de, her şeyler bana kalır dedim…	tr	grammar-or-spelling
9893e52e22097c2d9a8c497cddac9590cbc2ed2269df2b86032e67b1e649a34b	Bizim köylü önceleri pek lakayttı, fakat taş döşenip asfalt işi başlayınca hepsini merak sardı.	tr	grammar-or-spelling
a196bfef559e61c2082862a4bd13b6b778ebf1abf0e1449328a33c2252c04280	Hala acıyor mu?	tr	grammar-or-spelling
9f7eb9cf024ca62e6aba5197f02840252b10651079df3764f4b52393c342d42e	Oraya koşmak ister gibi atılırken, üzerlerindeki gözyaşı hala kurumayan yastıklara düştü.	tr	grammar-or-spelling
a2358f6b9f8bd254af105b9a146de0aabd8a52ede1836ecbc4a7ce305ce8c408	Perseus…	tr	different-language
a010ff6138bebd994f5e35e45b06d580ed11774195e7d3a165dee4fb0ed4cff0	Yarın hapisteki oğlunun karısı gelirse bize bir şeyeikler komaz.	tr	grammar-or-spelling
9898a1138a0011ad07ed9a5857f64b795f1e4b361bad17eb7c7c6dc77c4c01d0	Yolun açılışının onuncu günü nafıanın fen memurlan vilayete bir rapor vermişler.	tr	grammar-or-spelling
9ffff43e269d6834bffbcc5a1b5e11930222421156b01590e96139809d2c31b7	Yanan harmanın yerinde ne kalır?.	tr	grammar-or-spelling
a266f5888a0b9207304331893399523164aa0b41bc2f473d3e0baff1456f02cf	Hastalığı zatürree idi, fakat ihtiyarlığına rağmen tehlikeyi atlatmış görünüyordu.	tr	grammar-or-spelling
384f377797058b3009ba15f5ec870a5eacb32536dc6a8294730c92b11be27361	Anliyor musun?	tr	grammar-or-spelling
6c1cef67a8c2500739893e764dd8537c776c5953ad279554b7d5b622742956bc	Öbür oğullarımın çocuktarı yoktu.	tr	grammar-or-spelling
6c1cef67a8c2500739893e764dd8537c776c5953ad279554b7d5b622742956bc	Öbür oğullarımın çocuktarı yoktu.	tr	grammar-or-spelling
436554fbb49e328b6e7ae6bd44319cb6a56492a35e8401377657224f3d3d5cac	Herkes birden seslerini yüksellti.	tr	grammar-or-spelling
49b480675c36a7286d0d844c9839fc1dad18eb340c05bd8f028fc3e8dda64438	Gözlerim karanlığa alışınca odanın bir kenannda yatak kılıklı bir şey gördüm.	tr	grammar-or-spelling
30cd14951a43b447fd8007bb98b7061f9bf2461e3e6be3481cf30ee74ee84354	Acaba küçük prensesimizi sabahın bu vaktinde tatlı uykusuından uyandıran gürültüyü hangi münasebetsiz yaptı?	tr	grammar-or-spelling
56cad84d62b7208df43f2cf931ae03d94d23ecc80aa9758422f750e42a630d0c	Birak beni!	tr	grammar-or-spelling
5531a1bffd68d9d36f171d47f682c292db2876bcd8df3a9bcb61028efdab70e9	Adeta size musalLat oldum…	tr	grammar-or-spelling
64a18872c33b9078a484cb368d77349b1c926f4c296bb4b83bfb4da79edb5f94	Okuduğum müddetçe hiç ses çıkarmadan yanımda oturan adama çılgın gibi sanldım:	tr	grammar-or-spelling
686ecbf3d4c981a52aeb632049531574777aeb8ed27ce9fd7249dcc5411980a5	Şoför koşarak onlan aldı ve kendi yanına yerleştirdi.	tr	grammar-or-spelling
b28a36951def2213b7f87509e44852d2e53559aa58b4766a319457a726d836cd	Konuşmayacak mısın?	tr	grammar-or-spelling
a18a79660e64c35bdbcb1e27ff1713c1dd5cd833ac9722eadefaaf610a5ac98b	Bazan öyle bir bakışları var ki…	tr	grammar-or-spelling
be705b22aa69a90d1d51d037e05d339bfffcfe55ebdb59851b537eac74056fe6	Sora yüzünü Recep'in yüzüne yaklaştırdı.	tr	grammar-or-spelling
c35cce63e19da6c276b1ef61e5e1241c195aa0a6104636616c9df2e93fcb7bbc	Gülmüyorum.	tr	difficult-pronunciation
bfff878748896b7a5dfe07dace258891bd41498d83066a15f0e7c7db7ffc4a14	Neler, Efendimiz?	tr	offensive-language
bfff878748896b7a5dfe07dace258891bd41498d83066a15f0e7c7db7ffc4a14	Neler, Efendimiz?	tr	difficult-pronunciation
c66eab21f6a1018b054787049e664b0ede37cbfe4614f89f377411d6000b1d21	Başa çıkabilirim.	tr	offensive-language
c66eab21f6a1018b054787049e664b0ede37cbfe4614f89f377411d6000b1d21	Başa çıkabilirim.	tr	https://www.google.com
