sentence_id	sentence	sentence_domain	source
31bf568759e5eb7f02a9a911165801ed9bdfec25f90e6d054eadecaaac0f73d1	ışığı yanıp yanıp sönüyor		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
31cb0e976ea98df09e1744128de3608d0bcd762d6cd2ae50b550f8f31213662e	Anladım engelli tarifesi yok demi		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
31f67d582508fb0fbcd278235af7ca5bce76d3ff3b47bbfad4025ec351ed81e5	Ankara'da başvuru merkezi varmı		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
32417983938af1d73f9db02052acebb2b6a6f63771d6cf00634fc2ee5fb6c6a3	Anliyorum kime başvurmaliyim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3250c04d2b788d2ed21ee501611d43c5ac5244fb32fc2f69297fde4c5ef6895d	Altyapı sorgulamada şanlıurfa çıkmayınca sormak istedim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
326121e22c7acc24a1b76326fab1d673a59b19c2ea6a6e08f820c233fe27435b	Ancak ekipler alt yapınız hazir hale getirildi dediler		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
326900d27cfd03851c71d590c45d70a36ae3353309b396a00b9fd410494bcb91	Anladım. O zaman farklı bir durum olursa modem ücretini size ödemem gerekecek yani.		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
326fce784d66947306772b41f142d49115157c1a5159a36c84948318b142dc6e	Ama şuan turknet kullanıyorum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
327555cfa1156a9f3e4218a6cd1ff5f98e5899ecab13c6485ecc5426e86c57a4	Ama goptik extreme gördüm orda		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
329306839d3fa5e8fbedf5cf0b9593e01cd116c22bf62c6454134f7798309ed4	Dostum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
32ae283ee04e868ab11fe06934d69684685b24f3e56b38d9ff1441b5ddee8849	Cayma parası varmı		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
32bc8901c807806c4752a227a75ab05fe0a11dec81b40345239dbc62f21c7a81	Arama yapiyorum telesekreter çıkıyor		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
32c005881a72a902f8e547280a60471f2a661f25d82845f870512e45dd66cdd3	Anladım ping değerleriniz nasıl		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
32e6fc5fff2e871bacd3fd463cf6c455144b284482f612d0c61e6a1cef3746e2	Ama biz bir türlü baglatamiyoruz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
32eb0e8ba93d68c317abe96d6d10b656fe1abb089b3a7fa3fd7afe5e74486d52	Anladim  tek duvar var genelde		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
32ebaac5e2117a5c3b87983f89656feb8519535c6819692bd78715141f22df78	Ayrı ayrı borç cikartiyorlar		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
32f0e5307391faab07771ba9cd77b0f2d3035e38a694574ff1956c5f0f8e6788	Doğru evet		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
32f228d9844bd359e3bd7de520babfd87bd6424df08f3d205e29ac6482286a17	Ankara Kazanda varmia		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
330a3931020b16ac3d51b92700a324e570cd7c52169fea941d5daf004a3de123	Ama siz zaten şu an da hizmet alıyorsunuz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3323d4d772bdc9fc5682a290361975a8a1157319763611070c4d1d1476f44280	Adres kontrolü yapabilirmisiniz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3325a1e6a57e7ef6dcf0c2554b8e0b66278b5bcd697b5e19a8940a7b31739c50	Aratmisiniz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
334fc81706022420abe38d2f8358b1a3dac89afa9642ba6872c4b13ecc79e24d	Ama fiber kullqnmak istiyorum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
33d3b49bf38b0755c3124771bb1f8f0504e8d4eb29e2e29c7608667a0e7d4435	Alt yapım uygun mudur?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
33efdc8bb98ad2df3bbd039435aae57abce4b5cf577d7413227c68151312d68b	Antalya aksu		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
34015b6e2593c85d2a82074434fd5a003dfbfc0bafed26f7b8c7660227208ca2	Arama yapabilirmisiniz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3418ee22979bc7e8971b2d1ebf8b3694e239c6f5e78ba8a12e48e166f7501abc	Aranır isem memnun olurum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
341945cb844a930dd107cf0e373dd04061dc3ed3f7894df62b6f8ad961045a10	Denedim sonuç vermeyince size yazdım		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
343aeea54e8a023467bfa47f659960a4faa5bae31e39cbc1c2a2cb180ed99937	Dekont  paylaşabilir misiniz efendim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
344ffc14d5737fd42741d3043e3124fa44dcbfa1d3fa2c54d2fae10c49763d17	Dakstil kullansam sıkıntı olurmu		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
346205bf5316f636df7a927d6efe20925cf5ed3d294736b15fcb8c58bdd1c164	Anladım, statik ip hizmetiniz var mı?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3472671ff218fa81c400c212c88c6cb0edde7b28c389b094d34d1aa7692f0011	Ali akselek		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
34ca22d9824f14a118c43e1ccc885cb553caea08b4c49ccf27b9e4cd7c003f08	Alt yapı üzerinden hizmet sağlamaktayız efendim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
34d4f150153c80034e33f60f0364aef9473db149b126f8af06f16bb5e6bdfa19	Alt yapı sorgulama yapmak istiyordum ama		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
34ffc54184d507ad3a0a634b3917a6d25b322656a75e46218928b8f83542fa84	Daha ne kadar bekleyecez		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
350e6bbd42a8c7b0c74e710690468afabaef091ab19f843799ad34c99f00f63b	Daha sonra yazıyım şuan yazamıyorum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
352a2e0da3b573bdc4cc09d1670c807b54d0153c929f65dda69177650c7e8ba7	Artış mi oldu		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
353779aeb89ecfefe21166f1628096bde9b7983eb15491fe28d14dc097e4da6f	Arzda  bulunu		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3546471b0eb7854774d8832c7825eb3013ad7aedbd96ce672d86cac569190c3f	Alt yapı sorgulama yaparmisiniz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3555a9ac31eac8db0901236d70428af8cf6d4eb7743f5077403d4e0e62935c58	Cevap verin lutfen		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
355bdac175ac8ff123ee5de73db911aaddd849301a55507ed40bc63f5f273907	Anlaşıldı teşekkürler herşey için???? ????		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
356f179be7752f70aa3b0880f0b25d88bc8fdb7e7b54a0d61203eb43960ce5d1	Alt yapıda ikiside oluyor mu		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3583cfa32471ba751bd265b8f1e50448b0ee2fce10099d336b7d721ee70ef248	Anladım peki işlemleri nasıl başlayacağım		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3598e1c8192647fde97ba01f9e5b8421b624bc6030cab33b15d9e3b4415cc47f	Ama bugünde İnternette sorun varmış		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
35b08495e2ebbdabf471b6ede2232c9c0560980a2806ba663231ab787762ebe3	Alt yapı sorguladıgımda		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
35b3093b0577eae8c1f9795e33aed2de64ac6c2a646dfa0fd2e435f7f05b9f27	Alt yapı sorgulaması		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
35c7fce886bf6b3e3fa564f28f98f2c59a479d155986386b2c2ff232c8e0e506	Adres bilgilerinizi söylerseniz burdan yardımcı olabilirim.		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
35d4f266b594a436d816e901f85cef11e87bedfcfe86b5b6fa390504350125ab	Antalya kepez ilçesinde bir ofisiniz var mı?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
35ed2c74140f97a800ee52b9e807f176e6ea745531f04b734cd990161e6cb797	Anladım peki taahhüt süresi var mı peki		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3607f589d1ed0008ff87dc3da3c095dbf86e434c94c89e2066f92aeb9347c3ef	Cevap yokmu?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3624ddd2366c4264de47f4cb11137e515ad9112c8d7251038f39c40bf2caa717	Cevaplarınız için teşekkürler ☺️ Paketleri inceleyeceğim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
362990f613a30bb7cec19c8d16e4f95329ff1af569c3cc17016b88fb1bfab54a	Dekont paylaşabilir  misiniz peki		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
363b071c6bccbf3340cf5ecb1187f366f11e4effe510ac2f691a5183f23ede12	Ayrıca TurkNetten çıkış ve size geçiş anlamında siz her şeyi hallediyor musunuz?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
364536a124ecb2833b02b3d06eac61e9f12d64953fa98c1f590caf9f2121b8c5	Comnet ten size geçiş yapmak istiyorum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3662a999fa9196d884122eca5fc5755e3f5a957216e35c41ceee417222026460	Alt yapi var mi acaba		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3666d7a378544726c47aa6fd1c6adf5f2e00ed61ec8b99ebe3a8b0766c80a8d1	Ana ekranıda böyle oluyor		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
368b7611ff26efaffe09e0ec06202fe3253a0eb5b4e6221bb79be31d4714da99	Alt yapı mevcut görünüyor		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3699fa4e58613ee15097d633b652a60cf985fee5eac9cc13029f1db7ec1b8734	Anlıyorum ama sizin yerinizde olsam müşteriyi alırım türk telekomu arayıp sorunu çözer hizmet veririm		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
36a23c1ee12b56999380e73b818148ebd01a2d3bfb230a59f6ae2279da55340c	Durum göre geçiş işlemi için yarın dönüş yapayım.		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
36c108b633e4aca4d44a04bdb0a21e23fdc373d36c20472e25a2bdb5ed55a902	Cuma günü internet açıldı da salı günü gondersem sorun olmaz değil mi		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
36e2e0cf7be345201d2bb2f326252d8c9ab622c1f2658dd95d712a0031668047	Anladım tamam o halde sağolun		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3705d5d04932d647c794e2bcae9a6e65fec05ad3a1f9cdf13ede8aea013c4843	Alt yapı sorgulamasında maksimum upload değerim kaçd		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
373847ca1643ce6307c3efd909ab901aa4f4ba691813ab23538d9d63427a350b	Destek talebiniz bildirilmiş, kontrol aşamasında görülüyor. Çözümlenmesi durumunda size bilgi verilecektir.		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
373a4b314a03c4348d18c08fec1e220b15257f2c7fbbe6c7a44ef7a77fdfc1a7	Ama banka uygulaması üzerinden ödedim. Gıbırnet online işlemlerden değil		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3753f8545113adab2dfe8ff9a2927d782a0ad624cec2655c2ca705c76fe0b936	Cayma olursa fiyat fln		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3764173ac4499b4e3b54ef1a0b3a2fdb14c826d738afb4abfa0b5e5f18e87bc0	Ancak ben başlatma formu sifresini giremiyorum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
37687a728c5e953070b2961bca18c387948fc62f3cb9ff1693c6ee9ebcc43951	Daha önce Gıbırnet hizmeti aldığınız için tekrar geçiş sağladığınız için işleyiş bu şekilde.		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
37776107dce793bd5bb14a8f64139028b06c232ff70aee06e04c2386f674f73c	Demissiniz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
37852688c9d37d1c56e9068633822d629463c9c0511ab183b496ab96f2f0d465	Ancak benimle alakalı bir durum deü		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
378a5891ee7d1f5c63abcac6d86969c44e2991957b256ea37ba5cb03754cf619	Doğrudur değilmi		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
378acb8d44963c25f0e138d6f7a93c0cc0eb18930774b4ed742ce3a22d7e2d42	Daha önce bunu kullanıyorduk vdsl modem alınca siz ayar güncellemiştiniz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
379506cb70e7aa341f7c00c08a413bfafb1964fbff50979166d0016387dd007d	Ayrıca benim şuanki firmaya bir cayma bedeli ödemem söz konusu olmaz dimi?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
37a69819f0ab2eabbc69fe41cf6e08a77afab9d0affc5e1487c2ceba5aaff1dc	Jü ki goçêni kenê şiri ra.	general	Zone ma
37b5b5717bec5796dbd1d2296dbdfa04a2b0a57a6b03bacd2b706e0b0cdd598a	Daha öncesinde türktelekom kullanmıştım taahhüt sürem bitti ve iptal ettirdim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
37c2f5ce75dd63d1eee63bd7560423d7b19c04d7f1c5fe5a92a0f4cd5b1ec95a	Anlayış falan yok siz resmen dolamdırıcısınjz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
37db33383480fe5e99e07cd4e9950790a6e2b0b95d993b6836b8513d98e2e793	Altyapı sorgulaması yapmıs mıydfınız		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
37dcab8937a86c45cff02c9fd3af1d18e6492c4f7e25e3c66c6e344571927ea2	Daha fazlada.olabilir mi yoksa		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
37ea62904d4d5747c579305e41f9e2a00d2bb49c4bf3eadab7c3889322721d57	Alt yapi sorgulamasi yapiyorum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
37ed9bf26aaf77cc5dfb9c8df36ce92f013373b3ad7d1717160ba392c2b4733f	Anladim, teşekkür ederim. İyi günler		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
380d1e572470002e20c81d6d3eb37a65a2bc81627cdabf39da21af515f268914	Cok kararsizim ama size geçmeyi düşünüyorum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3823bad4af2c96ce2afe9ecc0ba9f4545703b9e430d732ca8c5e402e37b07434	Cemil koyuncu adına abonelik var		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
382b0c1cb365d467c314388d4682dad1cf743d0f99cbafdfc27e3e48b9a6c702	Anca aynısını diyonuz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
382dd65edb2bd42f256dbc4f6a1154050ae4ecafcf0e8e20b9701640799e1d6d	Aynı port üzerinden devam edilecektir efendim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
3852724de73bc62b87d8cebdfdbfd71ed7019aaba7d9e7236d5de136fb401aa6	Antalya adına bir çalışma varmı ?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
386eef3a41f6c6325a9c7783fb263f5d12c8d13a9b18f7d77ec7ca011a6e9513	Dekont iletebilir misiniz whats app üzerinden rica etsem		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
388b1d64b94bf179d53443f7f8b380a8d8fc39b01f7f49f905f5935bf08b5ebc	Arama yapacak personele		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
388f0e3f271d553319f60f6d8bc80d3c7c66dec49444b2579ce00c12c0914258	Anlaşmalı oldugumuz bankalar bunlardır		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
38a2ed2693e867cfd9668df7eca6624a4ebac760d621b98339dbb8b8781162cf	An		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
38a6810b99c51faf4064f7c342ba59dce8fb131bfa796714d1e92a7df572ebe0	Destek merkezinden talep açabiliyor musunuz  ?		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
38bf329b5bea3999ed70db848d8698496207b96233fe0a2b7abb366a9dff0137	Ddns etkinleştirmem gerekir mi		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
38dadc32289510f0520ca1201f6ccaf0540ef5da758bbea290bb8c5fbdfdd6bd	Alt yapı sorgulama çalışmıyor		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
38e1706e601a813f0720282a2d532f9e4a0e908cf09083003c46321ee5c9b260	Ama bu sorun iki şansadır var düzelmedi modeme kadar herşeyi degistirdim		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
38ea34d3f35f70c3beb8bd3e2e4ac6ee09cb5ef3c8fe8e529b9db76f0eb1bff0	Ama hiçbir siteye giremiyorum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
39091d26121887c8b9301fb601acbac44be0f5253411b998cd1e5e25678d15cb	Alt yapı olarak hangi sağlayıcıyı kullanıyorsunuz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
39122dc65ade9bc3ff5126047e159f1bd014fad846eb630a122b83c20d26e6f7	Cok memnun olurum		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
39264752600bb4a7fee6b1d948660beb29fe8fe74ba14f0550c85e1c5ce42d10	Cevap verecekmisiniz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
393892a6e966423bdbdeb6195ee0b7e5fe0198f61ed592312a0fd4cc81d5e2d5	Alt yapım var daha önce internet kullandım		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
395370e6521b327226ea43c0a6662bb671dd0cf2968629f606ce84528007e0db	Aramanız yeterlidr		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
397af2e3e1c715563eb9fa61ad5390d1d1b588070c48d1a89dbb3c0c8b11ad77	Churn işlemi değil		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
39a5585e6218e624f81964dd732d0624e9e8c302e0953f7fc2131d7ba08b4a04	Daha uygun bir modem modeli biliyormusunuz		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
39bb174d226fc3d2f43f15668ad249ccd6ce4534d6d93ff48be262a05beadb7a	Doğru numara o ise		firmam?z veri taban?ndan bu proje bizim için önemli  Türkçe olarak 1500 saate yak?n hedefimiz var personel mesai yapacak bunun için cümleler ekliyoruz.
