clip	duration[ms]
common_voice_tr_38313791.mp3	4356
common_voice_tr_30407516.mp3	2520
common_voice_tr_25509693.mp3	3060
common_voice_tr_30391977.mp3	4680
common_voice_tr_39941246.mp3	5616
common_voice_tr_38232646.mp3	3600
common_voice_tr_32290716.mp3	2196
common_voice_tr_36874882.mp3	4140
common_voice_tr_30548856.mp3	2808
common_voice_tr_36342085.mp3	7416
common_voice_tr_36506241.mp3	4788
common_voice_tr_28972530.mp3	2016
common_voice_tr_29696175.mp3	7020
common_voice_tr_37541260.mp3	2520
common_voice_tr_38208200.mp3	8640
common_voice_tr_36408641.mp3	3276
common_voice_tr_30413710.mp3	2808
common_voice_tr_38536484.mp3	4176
common_voice_tr_37212420.mp3	3708
common_voice_tr_34487655.mp3	2268
common_voice_tr_38171200.mp3	8028
common_voice_tr_31839561.mp3	2988
common_voice_tr_30402529.mp3	6696
common_voice_tr_30713501.mp3	3276
common_voice_tr_30350436.mp3	4356
common_voice_tr_25223212.mp3	3420
common_voice_tr_28090858.mp3	2196
common_voice_tr_38681504.mp3	5328
common_voice_tr_34436194.mp3	2700
common_voice_tr_30585188.mp3	5796
common_voice_tr_25754430.mp3	4356
common_voice_tr_26663366.mp3	1440
common_voice_tr_38035939.mp3	7848
common_voice_tr_26538569.mp3	1044
common_voice_tr_33400106.mp3	4176
common_voice_tr_28890283.mp3	4968
common_voice_tr_34484190.mp3	2520
common_voice_tr_30392032.mp3	3420
common_voice_tr_32940402.mp3	2988
common_voice_tr_30462468.mp3	3348
common_voice_tr_30412191.mp3	2556
common_voice_tr_28884735.mp3	3276
common_voice_tr_40113082.mp3	3816
common_voice_tr_18375347.mp3	3912
common_voice_tr_28726542.mp3	2808
common_voice_tr_21426837.mp3	4440
common_voice_tr_30505084.mp3	1512
common_voice_tr_30439635.mp3	1728
common_voice_tr_36443657.mp3	4788
common_voice_tr_34974528.mp3	2160
common_voice_tr_34457250.mp3	3960
common_voice_tr_24976739.mp3	3708
common_voice_tr_25347609.mp3	4536
common_voice_tr_30391981.mp3	2988
common_voice_tr_32960613.mp3	3096
common_voice_tr_24505651.mp3	3348
common_voice_tr_24954066.mp3	3564
common_voice_tr_29068319.mp3	5868
common_voice_tr_38316081.mp3	2376
common_voice_tr_25334070.mp3	3168
common_voice_tr_30396104.mp3	3240
common_voice_tr_18355376.mp3	3456
common_voice_tr_30509754.mp3	3996
common_voice_tr_37912469.mp3	2808
common_voice_tr_32187609.mp3	3456
common_voice_tr_38073232.mp3	3240
common_voice_tr_28962703.mp3	2808
common_voice_tr_20553325.mp3	3528
common_voice_tr_30341302.mp3	2268
common_voice_tr_25843957.mp3	2808
common_voice_tr_32945767.mp3	2808
common_voice_tr_21318153.mp3	3504
common_voice_tr_20667665.mp3	4848
common_voice_tr_28868436.mp3	5436
common_voice_tr_32289479.mp3	2412
common_voice_tr_30328995.mp3	4248
common_voice_tr_28890712.mp3	3456
common_voice_tr_25552264.mp3	3636
common_voice_tr_30390427.mp3	4248
common_voice_tr_29578506.mp3	2448
common_voice_tr_38144519.mp3	2016
common_voice_tr_32171399.mp3	1980
common_voice_tr_37270485.mp3	4500
common_voice_tr_29417753.mp3	2304
common_voice_tr_28944622.mp3	4320
common_voice_tr_32941068.mp3	2808
common_voice_tr_29578290.mp3	2556
common_voice_tr_24993673.mp3	4068
common_voice_tr_33996563.mp3	1836
common_voice_tr_37355611.mp3	3420
common_voice_tr_17746588.mp3	4224
common_voice_tr_32954944.mp3	8496
common_voice_tr_26552480.mp3	3456
common_voice_tr_25923146.mp3	5724
common_voice_tr_25426974.mp3	3420
common_voice_tr_25333881.mp3	4032
common_voice_tr_37821402.mp3	4716
common_voice_tr_36585681.mp3	1800
common_voice_tr_18352794.mp3	4464
common_voice_tr_32570109.mp3	3384
common_voice_tr_31702205.mp3	3132
common_voice_tr_25164975.mp3	5292
common_voice_tr_40765560.mp3	4500
common_voice_tr_17348738.mp3	2664
common_voice_tr_30352357.mp3	8208
common_voice_tr_38066894.mp3	7380
common_voice_tr_26562443.mp3	3204
common_voice_tr_32938469.mp3	3276
common_voice_tr_30441838.mp3	2124
common_voice_tr_38703434.mp3	6876
common_voice_tr_29800718.mp3	3096
common_voice_tr_27208575.mp3	2232
common_voice_tr_30375440.mp3	3348
common_voice_tr_27938802.mp3	2916
common_voice_tr_36444481.mp3	2520
common_voice_tr_34389142.mp3	3708
common_voice_tr_34990169.mp3	3636
common_voice_tr_17344741.mp3	4632
common_voice_tr_37055153.mp3	2988
common_voice_tr_40084184.mp3	9576
common_voice_tr_38025971.mp3	4968
common_voice_tr_38384399.mp3	1836
common_voice_tr_32904205.mp3	3276
common_voice_tr_29578366.mp3	2376
common_voice_tr_39998897.mp3	6696
common_voice_tr_32960060.mp3	2376
common_voice_tr_30548842.mp3	5076
common_voice_tr_32960175.mp3	2628
common_voice_tr_26535188.mp3	1116
common_voice_tr_32886929.mp3	2196
common_voice_tr_36408621.mp3	2736
common_voice_tr_30341818.mp3	2628
common_voice_tr_32276533.mp3	3024
common_voice_tr_37990060.mp3	3636
common_voice_tr_21427151.mp3	3144
common_voice_tr_29666818.mp3	3096
common_voice_tr_32894861.mp3	4176
common_voice_tr_17342174.mp3	2664
common_voice_tr_32875960.mp3	2448
common_voice_tr_37083085.mp3	3096
common_voice_tr_28859985.mp3	4428
common_voice_tr_36433038.mp3	3888
common_voice_tr_32290828.mp3	6300
common_voice_tr_26637014.mp3	4392
common_voice_tr_38743435.mp3	4500
common_voice_tr_33169036.mp3	6660
common_voice_tr_38027912.mp3	2700
common_voice_tr_25021863.mp3	3456
common_voice_tr_38158807.mp3	3996
common_voice_tr_38403002.mp3	1836
common_voice_tr_28899712.mp3	2988
common_voice_tr_30695258.mp3	3060
common_voice_tr_34163080.mp3	3096
common_voice_tr_30311662.mp3	9648
common_voice_tr_32238557.mp3	3276
common_voice_tr_29622654.mp3	1728
common_voice_tr_34396020.mp3	5580
common_voice_tr_32938109.mp3	5868
common_voice_tr_28516106.mp3	2160
common_voice_tr_36441247.mp3	2196
common_voice_tr_38333654.mp3	5760
common_voice_tr_28785430.mp3	3348
common_voice_tr_32276698.mp3	7272
common_voice_tr_24839982.mp3	3456
common_voice_tr_30422684.mp3	1836
common_voice_tr_31725425.mp3	3204
common_voice_tr_34357311.mp3	3348
common_voice_tr_36443775.mp3	2160
common_voice_tr_27639084.mp3	2808
common_voice_tr_36436876.mp3	2556
common_voice_tr_32938368.mp3	8208
common_voice_tr_20993039.mp3	3504
common_voice_tr_17774096.mp3	4656
common_voice_tr_39886845.mp3	7128
common_voice_tr_38066857.mp3	4176
common_voice_tr_30346073.mp3	3060
common_voice_tr_38066747.mp3	6876
common_voice_tr_30498800.mp3	2916
common_voice_tr_37910237.mp3	2340
common_voice_tr_21173117.mp3	3096
common_voice_tr_38422473.mp3	2160
common_voice_tr_30411045.mp3	7056
common_voice_tr_28623479.mp3	2556
common_voice_tr_39945004.mp3	8100
common_voice_tr_38804385.mp3	5616
common_voice_tr_37637119.mp3	3348
common_voice_tr_27189009.mp3	2916
common_voice_tr_18393313.mp3	4584
common_voice_tr_38778295.mp3	4608
common_voice_tr_32935928.mp3	5940
common_voice_tr_30497522.mp3	2448
common_voice_tr_28461624.mp3	7308
common_voice_tr_27945921.mp3	3204
common_voice_tr_38303948.mp3	3600
common_voice_tr_30392520.mp3	2880
common_voice_tr_29623897.mp3	2376
common_voice_tr_17919751.mp3	2520
common_voice_tr_26545605.mp3	1332
common_voice_tr_34601314.mp3	3528
common_voice_tr_19453078.mp3	2376
common_voice_tr_34549008.mp3	2520
common_voice_tr_38215391.mp3	6480
common_voice_tr_38232623.mp3	2196
common_voice_tr_30422366.mp3	4608
common_voice_tr_32889800.mp3	2736
common_voice_tr_25257046.mp3	4248
common_voice_tr_32940035.mp3	3528
common_voice_tr_30499423.mp3	2376
common_voice_tr_39944507.mp3	3240
common_voice_tr_30441048.mp3	2376
common_voice_tr_30272055.mp3	2448
common_voice_tr_28997696.mp3	5508
common_voice_tr_30362993.mp3	3636
common_voice_tr_34601080.mp3	2016
common_voice_tr_25278447.mp3	2916
common_voice_tr_38002851.mp3	6408
common_voice_tr_34484277.mp3	3240
common_voice_tr_30722118.mp3	1944
common_voice_tr_38065173.mp3	8928
common_voice_tr_25228783.mp3	4176
common_voice_tr_24762393.mp3	3636
common_voice_tr_25181936.mp3	4068
common_voice_tr_30354201.mp3	3240
common_voice_tr_19183372.mp3	3696
common_voice_tr_38093307.mp3	1908
common_voice_tr_40030335.mp3	6336
common_voice_tr_39232283.mp3	6480
common_voice_tr_17657527.mp3	3744
common_voice_tr_17529411.mp3	5064
common_voice_tr_23385755.mp3	5184
common_voice_tr_30408336.mp3	1620
common_voice_tr_26545644.mp3	1296
common_voice_tr_38103901.mp3	4356
common_voice_tr_18896030.mp3	2664
common_voice_tr_29799722.mp3	2160
common_voice_tr_28856175.mp3	3240
common_voice_tr_30461510.mp3	2700
common_voice_tr_19803193.mp3	3864
common_voice_tr_30342782.mp3	4500
common_voice_tr_36406273.mp3	2556
common_voice_tr_21341064.mp3	4872
common_voice_tr_38113215.mp3	5256
common_voice_tr_30461028.mp3	2268
common_voice_tr_28860867.mp3	8136
common_voice_tr_25179714.mp3	3636
common_voice_tr_26637107.mp3	3600
common_voice_tr_20308686.mp3	2736
common_voice_tr_27207788.mp3	4644
common_voice_tr_24970265.mp3	3276
common_voice_tr_26561764.mp3	1296
common_voice_tr_25333745.mp3	5292
common_voice_tr_32939286.mp3	3168
common_voice_tr_22154288.mp3	2232
common_voice_tr_25277870.mp3	4896
common_voice_tr_21383502.mp3	3648
common_voice_tr_26663374.mp3	1440
common_voice_tr_38376505.mp3	2916
common_voice_tr_25288662.mp3	3096
common_voice_tr_28863265.mp3	2088
common_voice_tr_37655821.mp3	2196
common_voice_tr_34486116.mp3	7596
common_voice_tr_30439266.mp3	2304
common_voice_tr_36557785.mp3	6732
common_voice_tr_30391710.mp3	3420
common_voice_tr_28481630.mp3	2520
common_voice_tr_25257120.mp3	5436
common_voice_tr_21287898.mp3	3096
common_voice_tr_40627937.mp3	2916
common_voice_tr_36874927.mp3	3888
common_voice_tr_30410243.mp3	6876
common_voice_tr_18511729.mp3	2784
common_voice_tr_17357513.mp3	3480
common_voice_tr_35265354.mp3	4536
common_voice_tr_38336273.mp3	3168
common_voice_tr_17425799.mp3	8736
common_voice_tr_17859511.mp3	3576
common_voice_tr_32882178.mp3	5868
common_voice_tr_38328596.mp3	2700
common_voice_tr_28888835.mp3	4824
common_voice_tr_32925708.mp3	3060
common_voice_tr_26667002.mp3	3852
common_voice_tr_30392274.mp3	5148
common_voice_tr_32876163.mp3	4608
common_voice_tr_19048444.mp3	2640
common_voice_tr_25175757.mp3	2916
common_voice_tr_38207012.mp3	2448
common_voice_tr_30727882.mp3	1152
common_voice_tr_17528333.mp3	4944
common_voice_tr_32876059.mp3	3096
common_voice_tr_32290455.mp3	7956
common_voice_tr_17819418.mp3	4824
common_voice_tr_26654337.mp3	5796
common_voice_tr_26538313.mp3	2556
common_voice_tr_38119774.mp3	3060
common_voice_tr_38717198.mp3	7164
common_voice_tr_29461505.mp3	3240
common_voice_tr_27777561.mp3	2340
common_voice_tr_19421394.mp3	2736
common_voice_tr_40005775.mp3	4356
common_voice_tr_25194404.mp3	4788
common_voice_tr_29459881.mp3	2700
common_voice_tr_26570611.mp3	1008
common_voice_tr_26529210.mp3	2016
common_voice_tr_30464062.mp3	2736
common_voice_tr_30406880.mp3	2160
common_voice_tr_32882181.mp3	2268
common_voice_tr_17525651.mp3	4176
common_voice_tr_38140321.mp3	6156
common_voice_tr_29452297.mp3	2700
common_voice_tr_25278402.mp3	3816
common_voice_tr_38115844.mp3	4068
common_voice_tr_40859193.mp3	4428
common_voice_tr_38296387.mp3	3348
common_voice_tr_21657343.mp3	3552
common_voice_tr_25027725.mp3	4500
common_voice_tr_37931476.mp3	2916
common_voice_tr_26545669.mp3	1296
common_voice_tr_21428503.mp3	2664
common_voice_tr_32288864.mp3	2160
common_voice_tr_17359797.mp3	4248
common_voice_tr_32187615.mp3	1836
common_voice_tr_32960462.mp3	3708
common_voice_tr_38584848.mp3	3276
common_voice_tr_20588712.mp3	5160
common_voice_tr_37964892.mp3	2700
common_voice_tr_24505494.mp3	2808
common_voice_tr_25804819.mp3	2664
common_voice_tr_30425851.mp3	2016
common_voice_tr_30402915.mp3	4248
common_voice_tr_30494935.mp3	2556
common_voice_tr_37166181.mp3	5796
common_voice_tr_19821221.mp3	2904
common_voice_tr_30355274.mp3	3348
common_voice_tr_19477584.mp3	3000
common_voice_tr_38163393.mp3	3240
common_voice_tr_22574769.mp3	2256
common_voice_tr_17525849.mp3	4344
common_voice_tr_38057191.mp3	3060
common_voice_tr_30369002.mp3	3060
common_voice_tr_36412834.mp3	2268
common_voice_tr_34507580.mp3	2340
common_voice_tr_29618600.mp3	2376
common_voice_tr_34488023.mp3	3960
common_voice_tr_38146415.mp3	2340
common_voice_tr_38341448.mp3	4860
common_voice_tr_36316044.mp3	2736
common_voice_tr_32959245.mp3	3348
common_voice_tr_17427141.mp3	3696
common_voice_tr_30394084.mp3	6768
common_voice_tr_38152254.mp3	6480
common_voice_tr_30463008.mp3	2160
common_voice_tr_35713982.mp3	3888
common_voice_tr_30318661.mp3	3636
common_voice_tr_30412174.mp3	8496
common_voice_tr_31732542.mp3	4176
common_voice_tr_35624386.mp3	1404
common_voice_tr_19421431.mp3	4224
common_voice_tr_32927487.mp3	2880
common_voice_tr_37872457.mp3	2700
common_voice_tr_32919950.mp3	3528
common_voice_tr_26544108.mp3	1476
common_voice_tr_30367146.mp3	2016
common_voice_tr_38203882.mp3	3780
common_voice_tr_34387189.mp3	4140
common_voice_tr_36408170.mp3	2520
common_voice_tr_22154341.mp3	5976
common_voice_tr_19170918.mp3	3600
common_voice_tr_38303958.mp3	2808
common_voice_tr_30366045.mp3	3096
common_voice_tr_39944552.mp3	5580
common_voice_tr_25960567.mp3	2448
common_voice_tr_20483085.mp3	4464
common_voice_tr_37688871.mp3	3168
common_voice_tr_29513086.mp3	2700
common_voice_tr_32960225.mp3	3888
common_voice_tr_36986942.mp3	5328
common_voice_tr_26448791.mp3	5076
common_voice_tr_34155393.mp3	2340
common_voice_tr_39525577.mp3	8316
common_voice_tr_36407997.mp3	2520
common_voice_tr_30399242.mp3	2160
common_voice_tr_31940524.mp3	2736
common_voice_tr_30402569.mp3	3276
common_voice_tr_30511395.mp3	6120
common_voice_tr_40101812.mp3	7848
common_voice_tr_17783489.mp3	4464
common_voice_tr_18043312.mp3	7176
common_voice_tr_30590724.mp3	3060
common_voice_tr_29694381.mp3	6264
common_voice_tr_36444531.mp3	3276
common_voice_tr_32926060.mp3	2628
common_voice_tr_27383854.mp3	4860
common_voice_tr_18439786.mp3	4224
common_voice_tr_18511806.mp3	4128
common_voice_tr_37827145.mp3	2916
common_voice_tr_40181951.mp3	5796
common_voice_tr_24666240.mp3	5292
common_voice_tr_21462449.mp3	2304
common_voice_tr_18341605.mp3	5184
common_voice_tr_30475964.mp3	2016
common_voice_tr_32566152.mp3	5544
common_voice_tr_30460473.mp3	2736
common_voice_tr_40084309.mp3	5040
common_voice_tr_28968642.mp3	1980
common_voice_tr_33442208.mp3	4140
common_voice_tr_21462143.mp3	2544
common_voice_tr_25109948.mp3	4788
common_voice_tr_21659772.mp3	4200
common_voice_tr_30366147.mp3	3456
common_voice_tr_26654321.mp3	3708
common_voice_tr_17360744.mp3	2304
common_voice_tr_21291771.mp3	4224
common_voice_tr_24807051.mp3	4608
common_voice_tr_18043258.mp3	3600
common_voice_tr_30437355.mp3	3204
common_voice_tr_32960593.mp3	3600
common_voice_tr_29119342.mp3	6156
common_voice_tr_33823156.mp3	3600
common_voice_tr_32289193.mp3	2376
common_voice_tr_32952980.mp3	4500
common_voice_tr_25288660.mp3	4356
common_voice_tr_31785275.mp3	5904
common_voice_tr_32884820.mp3	4536
common_voice_tr_32896729.mp3	2340
common_voice_tr_30476128.mp3	3600
common_voice_tr_30355759.mp3	2448
common_voice_tr_30483038.mp3	2736
common_voice_tr_30366098.mp3	4536
common_voice_tr_35342190.mp3	2556
common_voice_tr_30395875.mp3	2268
common_voice_tr_38134734.mp3	4680
common_voice_tr_21340682.mp3	4392
common_voice_tr_21346428.mp3	3144
common_voice_tr_37966194.mp3	2520
common_voice_tr_25804147.mp3	2844
common_voice_tr_38100273.mp3	2340
common_voice_tr_32955270.mp3	2808
common_voice_tr_17443792.mp3	2376
common_voice_tr_32135202.mp3	3240
common_voice_tr_19048503.mp3	4800
common_voice_tr_25257174.mp3	3420
common_voice_tr_37915870.mp3	2628
common_voice_tr_25198250.mp3	3600
common_voice_tr_32955004.mp3	1620
common_voice_tr_31257212.mp3	2160
common_voice_tr_38025890.mp3	2808
common_voice_tr_29258062.mp3	2808
common_voice_tr_30494955.mp3	1800
common_voice_tr_37976567.mp3	3960
common_voice_tr_34553111.mp3	2700
common_voice_tr_30469097.mp3	2196
common_voice_tr_26635688.mp3	5760
common_voice_tr_30407267.mp3	6840
common_voice_tr_32290712.mp3	2124
common_voice_tr_30695298.mp3	2556
common_voice_tr_32885048.mp3	2448
common_voice_tr_30404996.mp3	3060
common_voice_tr_25333770.mp3	4896
common_voice_tr_37852603.mp3	6300
common_voice_tr_25256857.mp3	4968
common_voice_tr_33419748.mp3	3420
common_voice_tr_34350655.mp3	5796
common_voice_tr_30461436.mp3	5220
common_voice_tr_17348547.mp3	3144
common_voice_tr_29068835.mp3	5688
common_voice_tr_38304953.mp3	2556
common_voice_tr_37655854.mp3	2160
common_voice_tr_36442609.mp3	1728
common_voice_tr_18379898.mp3	4056
common_voice_tr_34434496.mp3	3708
common_voice_tr_25193544.mp3	4320
common_voice_tr_37952302.mp3	3348
common_voice_tr_18351534.mp3	2784
common_voice_tr_25194345.mp3	3168
common_voice_tr_38208247.mp3	2340
common_voice_tr_36439470.mp3	3240
common_voice_tr_38345777.mp3	6876
common_voice_tr_25756724.mp3	3456
common_voice_tr_30630143.mp3	4356
common_voice_tr_30375088.mp3	4680
common_voice_tr_32829611.mp3	2484
common_voice_tr_39985815.mp3	4896
common_voice_tr_17529700.mp3	2184
common_voice_tr_36966517.mp3	3420
common_voice_tr_30730425.mp3	4716
common_voice_tr_18938749.mp3	4056
common_voice_tr_32937510.mp3	2628
common_voice_tr_30476021.mp3	3060
common_voice_tr_32919723.mp3	4248
common_voice_tr_38026012.mp3	2448
common_voice_tr_32933412.mp3	2556
common_voice_tr_38067038.mp3	3348
common_voice_tr_34517031.mp3	9648
common_voice_tr_32954425.mp3	1980
common_voice_tr_30461539.mp3	2628
common_voice_tr_37654799.mp3	2736
common_voice_tr_32125579.mp3	2772
common_voice_tr_40189665.mp3	3996
common_voice_tr_38719578.mp3	5040
common_voice_tr_20326789.mp3	4224
common_voice_tr_30422609.mp3	7668
common_voice_tr_34455484.mp3	2520
common_voice_tr_37990105.mp3	1980
common_voice_tr_27198177.mp3	2340
common_voice_tr_32884115.mp3	2736
common_voice_tr_28997699.mp3	3276
common_voice_tr_30396089.mp3	3456
common_voice_tr_21731447.mp3	4440
common_voice_tr_39234065.mp3	6696
common_voice_tr_17343284.mp3	2904
common_voice_tr_24969498.mp3	4104
common_voice_tr_27199388.mp3	1872
common_voice_tr_32920889.mp3	3348
common_voice_tr_32883526.mp3	2340
common_voice_tr_37852415.mp3	5040
common_voice_tr_17657545.mp3	3816
common_voice_tr_38218592.mp3	5976
common_voice_tr_30505015.mp3	1656
common_voice_tr_30461511.mp3	5940
common_voice_tr_36408692.mp3	2520
common_voice_tr_21317257.mp3	4704
common_voice_tr_40068522.mp3	9108
common_voice_tr_30340407.mp3	2700
common_voice_tr_30397589.mp3	3780
common_voice_tr_34816684.mp3	2628
common_voice_tr_30520548.mp3	5220
common_voice_tr_36437863.mp3	3240
common_voice_tr_34506624.mp3	5148
common_voice_tr_28962523.mp3	4356
common_voice_tr_36408695.mp3	2268
common_voice_tr_27836398.mp3	2016
common_voice_tr_25279267.mp3	3528
common_voice_tr_28876519.mp3	2556
common_voice_tr_36436075.mp3	2988
common_voice_tr_21623351.mp3	5496
common_voice_tr_25228695.mp3	3708
common_voice_tr_39948259.mp3	6228
common_voice_tr_38257921.mp3	2700
common_voice_tr_28846910.mp3	1836
common_voice_tr_19292145.mp3	2736
common_voice_tr_27777125.mp3	3636
common_voice_tr_30533521.mp3	6300
common_voice_tr_34486338.mp3	2196
common_voice_tr_30461710.mp3	2340
common_voice_tr_40189682.mp3	7416
common_voice_tr_29538441.mp3	2556
common_voice_tr_30412204.mp3	8388
common_voice_tr_36436930.mp3	2376
common_voice_tr_40859790.mp3	6660
common_voice_tr_30463822.mp3	2376
common_voice_tr_22250291.mp3	2256
common_voice_tr_36443792.mp3	1908
common_voice_tr_34389097.mp3	4068
common_voice_tr_38073019.mp3	1656
common_voice_tr_28906713.mp3	3528
common_voice_tr_30390932.mp3	3600
common_voice_tr_30407348.mp3	2556
common_voice_tr_30360250.mp3	2628
common_voice_tr_30353677.mp3	2988
common_voice_tr_32923441.mp3	2736
common_voice_tr_25552248.mp3	2916
common_voice_tr_17529437.mp3	3696
common_voice_tr_30407905.mp3	2376
common_voice_tr_39634218.mp3	6696
common_voice_tr_21661693.mp3	3744
common_voice_tr_28884757.mp3	2520
common_voice_tr_39921699.mp3	3888
common_voice_tr_37952288.mp3	2700
common_voice_tr_18565608.mp3	4464
common_voice_tr_32333264.mp3	3600
common_voice_tr_34486382.mp3	3960
common_voice_tr_17346797.mp3	2424
common_voice_tr_32953860.mp3	2916
common_voice_tr_21426247.mp3	4560
common_voice_tr_17419246.mp3	3096
common_voice_tr_30366746.mp3	2556
common_voice_tr_27392747.mp3	4248
common_voice_tr_36414153.mp3	3852
common_voice_tr_30401279.mp3	8280
common_voice_tr_29875693.mp3	3636
common_voice_tr_32960795.mp3	5508
common_voice_tr_24975685.mp3	5364
common_voice_tr_19319787.mp3	4008
common_voice_tr_29510021.mp3	2628
common_voice_tr_28278807.mp3	4716
common_voice_tr_27938804.mp3	2376
common_voice_tr_19452932.mp3	3936
common_voice_tr_35487351.mp3	4068
common_voice_tr_29800242.mp3	7848
common_voice_tr_25158671.mp3	2736
common_voice_tr_38300448.mp3	2520
common_voice_tr_30459200.mp3	2016
common_voice_tr_26637061.mp3	2628
common_voice_tr_18376880.mp3	3840
common_voice_tr_32111302.mp3	3564
common_voice_tr_17526011.mp3	3816
common_voice_tr_26663408.mp3	2556
common_voice_tr_38057204.mp3	2016
common_voice_tr_27765054.mp3	7668
common_voice_tr_30341816.mp3	2808
common_voice_tr_30772838.mp3	8820
common_voice_tr_39554404.mp3	8280
common_voice_tr_30497483.mp3	2736
common_voice_tr_34602887.mp3	2808
common_voice_tr_25969023.mp3	6444
common_voice_tr_37708712.mp3	2916
common_voice_tr_37966155.mp3	2736
common_voice_tr_38029555.mp3	6336
common_voice_tr_28865084.mp3	5328
common_voice_tr_40065393.mp3	3816
common_voice_tr_36412965.mp3	2988
common_voice_tr_34484410.mp3	4356
common_voice_tr_39957870.mp3	5400
common_voice_tr_19650076.mp3	3216
common_voice_tr_30390923.mp3	2556
common_voice_tr_30682937.mp3	5940
common_voice_tr_35342446.mp3	2160
common_voice_tr_18622031.mp3	2616
common_voice_tr_29687989.mp3	3600
common_voice_tr_30399110.mp3	2340
common_voice_tr_38111041.mp3	2700
common_voice_tr_25013687.mp3	2556
common_voice_tr_28909374.mp3	4356
common_voice_tr_17532865.mp3	4176
common_voice_tr_39116719.mp3	6516
common_voice_tr_37632818.mp3	6480
common_voice_tr_36557490.mp3	2988
common_voice_tr_38065185.mp3	3600
common_voice_tr_17851095.mp3	3072
common_voice_tr_17559425.mp3	2856
common_voice_tr_32882145.mp3	2520
common_voice_tr_17360736.mp3	4200
common_voice_tr_25021912.mp3	5436
common_voice_tr_32952820.mp3	2808
common_voice_tr_37931478.mp3	2988
common_voice_tr_32959739.mp3	4248
common_voice_tr_26636659.mp3	2412
common_voice_tr_26562017.mp3	900
common_voice_tr_17359822.mp3	3216
common_voice_tr_25209869.mp3	2988
common_voice_tr_20557203.mp3	3384
common_voice_tr_29580051.mp3	4932
common_voice_tr_29631198.mp3	3924
common_voice_tr_34507124.mp3	3168
common_voice_tr_36413040.mp3	4356
common_voice_tr_26535128.mp3	1152
common_voice_tr_25209956.mp3	3780
common_voice_tr_38778341.mp3	5400
common_voice_tr_19480127.mp3	3744
common_voice_tr_17360655.mp3	3720
common_voice_tr_25804708.mp3	2088
common_voice_tr_36442366.mp3	1476
common_voice_tr_30310435.mp3	2700
common_voice_tr_30391592.mp3	8496
common_voice_tr_30368654.mp3	7308
common_voice_tr_30404830.mp3	2736
common_voice_tr_32882309.mp3	3096
common_voice_tr_18237858.mp3	3144
common_voice_tr_26530815.mp3	3708
common_voice_tr_38116168.mp3	6480
common_voice_tr_28968569.mp3	6048
common_voice_tr_36441216.mp3	3456
common_voice_tr_32288960.mp3	2016
common_voice_tr_36439917.mp3	3060
common_voice_tr_37999400.mp3	2268
common_voice_tr_17528052.mp3	4416
common_voice_tr_26544107.mp3	1692
common_voice_tr_38107488.mp3	2376
common_voice_tr_19591256.mp3	4512
common_voice_tr_26667221.mp3	3744
common_voice_tr_36463851.mp3	5868
common_voice_tr_37821343.mp3	5940
common_voice_tr_36443574.mp3	1836
common_voice_tr_32920803.mp3	2808
common_voice_tr_32270144.mp3	6516
common_voice_tr_38117252.mp3	4356
common_voice_tr_17359832.mp3	3960
common_voice_tr_31949240.mp3	1260
common_voice_tr_17527465.mp3	2064
common_voice_tr_34606247.mp3	2196
common_voice_tr_26540217.mp3	3600
common_voice_tr_30439361.mp3	2664
common_voice_tr_38140369.mp3	3240
common_voice_tr_32925522.mp3	2448
common_voice_tr_21887315.mp3	4416
common_voice_tr_25259985.mp3	3888
common_voice_tr_30439494.mp3	7020
common_voice_tr_29800642.mp3	1800
common_voice_tr_19820803.mp3	3912
common_voice_tr_37339469.mp3	3276
common_voice_tr_37947668.mp3	2160
common_voice_tr_28948069.mp3	7128
common_voice_tr_27561072.mp3	3528
common_voice_tr_19803194.mp3	2616
common_voice_tr_30593903.mp3	2700
common_voice_tr_26531922.mp3	2340
common_voice_tr_21340549.mp3	4608
common_voice_tr_30345703.mp3	2556
common_voice_tr_34506087.mp3	7200
common_voice_tr_36399370.mp3	3528
common_voice_tr_36406340.mp3	3708
common_voice_tr_29139453.mp3	2376
common_voice_tr_30312663.mp3	3996
common_voice_tr_34507891.mp3	4428
common_voice_tr_34605834.mp3	4896
common_voice_tr_30323704.mp3	5256
common_voice_tr_30353881.mp3	2376
common_voice_tr_17348059.mp3	6384
common_voice_tr_26534195.mp3	1728
common_voice_tr_30414210.mp3	2016
common_voice_tr_18266852.mp3	3504
common_voice_tr_32290005.mp3	2988
common_voice_tr_29499322.mp3	3096
common_voice_tr_38010643.mp3	6336
common_voice_tr_37952124.mp3	2520
common_voice_tr_34507855.mp3	3240
common_voice_tr_21135360.mp3	2040
common_voice_tr_27208042.mp3	3816
common_voice_tr_40859374.mp3	5760
common_voice_tr_26537818.mp3	5400
common_voice_tr_35263182.mp3	2484
common_voice_tr_30420683.mp3	2088
common_voice_tr_39749455.mp3	5616
common_voice_tr_37181488.mp3	1836
common_voice_tr_30462757.mp3	2520
common_voice_tr_21235503.mp3	3984
common_voice_tr_36441188.mp3	1728
common_voice_tr_24702394.mp3	8532
common_voice_tr_40765581.mp3	4968
common_voice_tr_30108102.mp3	4716
common_voice_tr_29004161.mp3	3276
common_voice_tr_25242291.mp3	5076
common_voice_tr_17348056.mp3	6936
common_voice_tr_19807574.mp3	4392
common_voice_tr_20482974.mp3	3216
common_voice_tr_30318787.mp3	4140
